# File: auxiliary_use_value.csv
# Title: 1971-2010 Auxiliary use value
# Units: Kilo TOE
# Source: EB*auxiliary_factor
# Column types: cnn
# ----------
state,year,value
JN,1984,289.52916628705236
GB,1984,298.80221632008755
GN,1984,289.9379795224932
JJ,1984,11.992725333694755
SU,1985,5.758762509168823
IC,1985,286.82548282392827
DJ,1985,0.649141116324744
DG,1985,0.82353583865067
GJ,1985,0.155448099014214
BS,1985,162.7760037830296
US,1985,44.71523897327578
GG,1985,98.9656302047239
GW,1985,50.111626375666894
CB,1985,6.572796928840998
CN,1985,491.01786537845635
JB,1985,29.87234469183979
JN,1985,289.02126231350223
GB,1985,298.278045180714
GN,1985,289.42935839194854
JJ,1985,11.971687201582567
SU,1986,5.74876155709683
IC,1986,286.32736749061127
DJ,1986,0.64801378572516
DG,1986,0.8221056455425501
GJ,1986,0.15517814014971001
BS,1986,162.49331891632212
US,1986,44.63758427556123
GG,1986,98.79376159182726
GW,1986,50.024600044430855
CB,1986,6.56138228429547
CN,1986,490.16513944466016
JB,1986,29.820466899160294
JN,1986,288.51933368081734
GB,1986,297.7600407606272
GN,1986,288.92672103941027
JJ,1986,11.95089657690699
SU,1987,5.7386415460716
IC,1987,285.82332221285
DJ,1987,0.6468730345232
DG,1987,0.8206584263260001
GJ,1987,0.1549049674892
BS,1987,162.2072687535824
US,1987,44.5590051171596
GG,1987,98.6198469240152
GW,1987,49.936537685442005
CB,1987,6.5498317511244
CN,1987,489.30226201165203
JB,1987,29.7679715137108
JN,1987,288.0114297072672
GB,1987,297.2358696212536
GN,1987,288.4180999088656
JJ,1987,11.9298584447948
SU,1988,5.72852153504637
IC,1988,285.31927693508874
DJ,1988,0.64573228332124
DG,1988,0.8192112071094501
GJ,1988,0.15463179482869
BS,1988,161.92121859084267
US,1988,44.48042595875797
GG,1988,98.44593225620314
GW,1988,49.84847532645315
CB,1988,6.53828121795333
CN,1988,488.4393845786439
JB,1988,29.71547612826131
JN,1988,287.503525733717
GB,1988,296.71169848188
GN,1988,287.9094787783209
JJ,1988,11.908820312682609
SU,1989,5.718520582974378
IC,1989,284.82116160177173
DJ,1989,0.644604952721656
DG,1989,0.81778101400133
GJ,1989,0.15436183596418598
BS,1989,161.6385337241352
US,1989,44.40277126104341
GG,1989,98.27406364330652
GW,1989,49.76144899521711
CB,1989,6.526866573407801
CN,1989,487.58665864484766
JB,1989,29.663598335581813
JN,1989,287.00159710103213
GB,1989,296.19369406179317
GN,1989,287.4068414257826
JJ,1989,11.888029688007034
SU,1990,5.708400571949149
IC,1990,284.3171163240105
DJ,1990,0.643464201519696
DG,1990,0.8163337947847801
GJ,1990,0.15408866330367602
BS,1990,161.35248356139547
US,1990,44.32419210264179
GG,1990,98.10014897549446
GW,1990,49.673386636228265
CB,1990,6.5153160402367325
CN,1990,486.7237812118396
JB,1990,29.611102950132327
JN,1990,286.493693127482
GB,1990,295.6695229224196
GN,1990,286.898220295238
JJ,1990,11.866991555894845
SU,1991,5.698399619877156
IC,1991,283.8190009906935
DJ,1991,0.642336870920112
DG,1991,0.8149036016766601
GJ,1991,0.153818704439172
BS,1991,161.069798694688
US,1991,44.24653740492724
GG,1991,97.92828036259785
GW,1991,49.586360304992226
CB,1991,6.503901395691204
CN,1991,485.87105527804334
JB,1991,29.55922515745283
JN,1991,285.99176449479717
GB,1991,295.1515185023328
GN,1991,286.3955829426997
JJ,1991,11.846200931219268
SU,1992,5.688279608851926
IC,1992,283.31495571293226
DJ,1992,0.6411961197181519
DG,1992,0.81345638246011
GJ,1992,0.153545531778662
BS,1992,160.78374853194828
US,1992,44.16795824652561
GG,1992,97.75436569478578
GW,1992,49.49829794600337
CB,1992,6.492350862520134
CN,1992,485.0081778450352
JB,1992,29.50672977200334
JN,1992,285.483860521247
GB,1992,294.6273473629592
GN,1992,285.886961812155
JJ,1992,11.825162799107078
SU,1993,5.678159597826696
IC,1993,282.81091043517097
DJ,1993,0.6400553685161919
DG,1993,0.81200916324356
GJ,1993,0.15327235911815199
BS,1993,160.49769836920854
US,1993,44.08937908812398
GG,1993,97.58045102697372
GW,1993,49.41023558701452
CB,1993,6.480800329349064
CN,1993,484.1453004120271
JB,1993,29.45423438655385
JN,1993,284.9759565476968
GB,1993,294.1031762235856
GN,1993,285.3783406816103
JJ,1993,11.804124666994888
SU,1994,5.668158645754704
IC,1994,282.31279510185396
DJ,1994,0.6389280379166079
DG,1994,0.81057897013544
GJ,1994,0.153002400253648
BS,1994,160.21501350250105
US,1994,44.01172439040942
GG,1994,97.40858241407709
GW,1994,49.32320925577848
CB,1994,6.469385684803536
CN,1994,483.29257447823085
JB,1994,29.40235659387435
JN,1994,284.47402791501196
GB,1994,293.5851718034988
GN,1994,284.87570332907205
JJ,1994,11.78333404231931
SU,1995,5.658038634729475
IC,1995,281.8087498240928
DJ,1995,0.637787286714648
DG,1995,0.8091317509188901
GJ,1995,0.152729227593138
BS,1995,159.92896333976134
US,1995,43.933145232007796
GG,1995,97.23466774626503
GW,1995,49.23514689678964
CB,1995,6.457835151632467
CN,1995,482.42969704522284
JB,1995,29.349861208424866
JN,1995,283.96612394146183
GB,1995,293.06100066412523
GN,1995,284.3670821985274
JJ,1995,11.762295910207122
SU,1996,5.6479186237042445
IC,1996,281.3047045463315
DJ,1996,0.636646535512688
DG,1996,0.80768453170234
GJ,1996,0.152456054932628
BS,1996,159.64291317702163
US,1996,43.854566073606165
GG,1996,97.06075307845298
GW,1996,49.14708453780078
CB,1996,6.446284618461396
CN,1996,481.5668196122147
JB,1996,29.297365822975376
JN,1996,283.45821996791165
GB,1996,292.5368295247516
GN,1996,283.8584610679827
JJ,1996,11.741257778094932
SU,1997,5.637917671632252
IC,1997,280.8065892130145
DJ,1997,0.635519204913104
DG,1997,0.80625433859422
GJ,1997,0.152186096068124
BS,1997,159.36022831031414
US,1997,43.77691137589161
GG,1997,96.88888446555634
GW,1997,49.06005820656474
CB,1997,6.434869973915868
CN,1997,480.71409367841846
JB,1997,29.245488030295878
JN,1997,282.95629133522675
GB,1997,292.0188251046648
GN,1997,283.35582371544444
JJ,1997,11.720467153419357
SU,1998,5.627797660607022
IC,1998,280.30254393525325
DJ,1998,0.634378453711144
DG,1998,0.80480711937767
GJ,1998,0.151912923407614
BS,1998,159.0741781475744
US,1998,43.69833221748998
GG,1998,96.71496979774429
GW,1998,48.97199584757589
CB,1998,6.423319440744798
CN,1998,479.85121624541034
JB,1998,29.192992644846388
JN,1998,282.4483873616766
GB,1998,291.4946539652912
GN,1998,282.8472025848997
JJ,1998,11.699429021307166
SU,1999,5.61779670853503
IC,1999,279.80442860193625
DJ,1999,0.63325112311156
DG,1999,0.80337692626955
GJ,1999,0.15164296454311
BS,1999,158.79149328086692
US,1999,43.62067751977543
GG,1999,96.54310118484766
GW,1999,48.88496951633985
CB,1999,6.41190479619927
CN,1999,478.9984903116141
JB,1999,29.14111485216689
JN,1999,281.94645872899173
GB,1999,290.97664954520434
GN,1999,282.34456523236145
JJ,1999,11.67863839663159
SU,2000,5.607676697509801
IC,2000,279.300383324175
DJ,2000,0.6321103719096001
DG,2000,0.801929707053
GJ,2000,0.1513697918826
BS,2000,158.5054431181272
US,2000,43.5420983613738
GG,2000,96.36918651703562
GW,2000,48.79690715735101
CB,2000,6.4003542630282
CN,2000,478.135612878606
JB,2000,29.088619466717404
JN,2000,281.4385547554416
GB,2000,290.4524784058308
GN,2000,281.83594410181684
JJ,2000,11.6576002645194
SU,2001,5.49814246053084
IC,2001,273.844834435465
DJ,2001,0.6197634177236799
DG,2001,0.7862656872974
GJ,2001,0.14841309955707999
BS,2001,155.40937076847376
US,2001,42.69159452926204
GG,2001,94.48681599483449
GW,2001,47.8437616247658
CB,2001,6.2753367275295595
CN,2001,468.7962336036948
JB,2001,28.52043411832292
JN,2001,275.94124115936927
GB,2001,284.77909666202265
GN,2001,276.3308683359214
JJ,2001,11.42989342283452
SU,2002,5.417182372329
IC,2002,269.812472213375
DJ,2002,0.6106374081079999
DG,2002,0.774687933565
GJ,2002,0.146227718273
BS,2002,153.120969466556
US,2002,42.062961262049
GG,2002,93.09549865233801
GW,2002,47.139262752855004
CB,2002,6.182932462161
CN,2002,461.89321413963
JB,2002,28.100471034727
JN,2002,271.87800937096796
GB,2002,280.58572754703397
GN,2002,272.26189929156396
JJ,2002,11.261588365937
SU,2003,5.3338411050624
IC,2003,265.66151110239997
DJ,2003,0.6012429864448
DG,2003,0.7627696576640001
GJ,2003,0.14397806106879998
BS,2003,150.7652622439936
US,2003,41.4158387810944
GG,2003,91.6632602115328
GW,2003,46.414043325888
CB,2003,6.0878104242816
CN,2003,454.78716469132803
JB,2003,27.668156095731202
JN,2003,267.6952707652608
GB,2003,276.2690240463104
GN,2003,268.07325468707836
JJ,2003,11.088333160307199
SU,2004,5.3814646863575994
IC,2004,268.0334888801
DJ,2004,0.6066112273951999
DG,2004,0.7695801010359999
GJ,2004,0.1452635794712
BS,2004,152.11138065688638
US,2004,41.7856230559256
GG,2004,92.4816821777072
GW,2004,46.828454427012
CB,2004,6.142165874498399
CN,2004,458.847764376072
JB,2004,27.9151932037288
JN,2004,270.0854071113792
GB,2004,278.73571176100955
GN,2004,270.4667658896416
JJ,2004,11.1873361349528
SU,2005,5.434326861595272
IC,2005,270.666384213347
DJ,2005,0.612569974850144
DG,2005,0.77713969317892
GJ,2005,0.14669050489786398
BS,2005,153.6055720951974
US,2005,42.19608360098823
GG,2005,93.39013056016078
GW,2005,47.28845074925964
CB,2005,6.202500424239048
CN,2005,463.3550300261378
JB,2005,28.189404393606136
JN,2005,272.7384584555706
GB,2005,281.4737351243257
GN,2005,273.1235633244867
JJ,2005,11.297229436809415
SU,2006,4.984284018355632
IC,2006,248.25119421408198
DJ,2006,0.561840097868864
DG,2006,0.71278100331352
GJ,2006,0.134542355995184
BS,2006,140.88475309336044
US,2006,38.70162220383339
GG,2006,85.65604297981271
GW,2006,43.37226584363784
CB,2006,5.688841419690288
CN,2006,424.98236300530704
JB,2006,25.854903723028816
JN,2006,250.15166998475172
GB,2006,258.1635362204183
GN,2006,250.5048824602645
JJ,2006,10.361651326408495
SU,2007,4.96535364479079
IC,2007,247.30833304744624
DJ,2007,0.55970622209108
DG,2007,0.71007385207315
GJ,2007,0.13403136243023
BS,2007,140.34967102423556
US,2007,38.55463295458799
GG,2007,85.33072024825839
GW,2007,43.20753743094105
CB,2007,5.66723512822911
CN,2007,423.36827463062133
JB,2007,25.75670647259977
JN,2007,249.20159078716966
GB,2007,257.1830278538253
GN,2007,249.55346175724563
JJ,2007,10.32229764398687
SU,2008,4.98380778254268
IC,2008,248.227474436305
DJ,2008,0.56178641545936
DG,2008,0.7127128988798
GJ,2008,0.13452950081116
BS,2008,140.87129190923153
US,2008,38.69792436108508
GG,2008,85.64785876015097
GW,2008,43.368121732626605
CB,2008,5.68829786518812
CN,2008,424.9417570084596
JB,2008,25.852433351948843
JN,2008,250.12776862129056
GB,2008,258.13886934327127
GN,2008,250.48094734823889
JJ,2008,10.360661296662041
SU,2009,5.115844161683622
IC,2009,254.80378282497824
DJ,2009,0.576669863494344
DG,2009,0.73159485312867
GJ,2009,0.138093600581814
BS,2009,144.6034052089768
US,2009,39.72315126305458
GG,2009,87.91693366136948
GW,2009,44.51707651049289
CB,2009,5.838998350914198
CN,2009,436.19976963441235
JB,2009,26.537343733872188
JN,2009,256.7544216409038
GB,2009,264.9777610322748
GN,2009,257.1169571573453
JJ,2009,10.635147043866967
SU,2010,5.003928745639902
IC,2010,249.22963504738323
DJ,2010,0.564054497260904
DG,2010,0.71559031120447
GJ,2010,0.13507263233617398
BS,2010,141.44002693867873
US,2010,38.85415821720126
GG,2010,85.99364204085964
GW,2010,43.54321042285149
CB,2010,5.711263042904718
CN,2010,426.6573603752639
JB,2010,25.956806530077827
JN,2010,251.13760122752555
GB,2010,259.1810449027317
GN,2010,251.4922058313218
JJ,2010,10.402490053449805
