# File: KEEI_use_all_KTOE.csv
# Title: State Energy Balance Table from KEEI
# Units: (KTOE)KiloTonne of Oil Equivalent
# Source: Connection with KEEI researcher
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
Data_Status,State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
2011F,BS,RPIC,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756,169.50091783942756
2011F,BS,BMRC,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816,2.10867596627816
2011F,BS,CLRC,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19
2011F,BS,ELRC,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936,373.624936
2011F,BS,GSRC,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831,591.989511103831
2011F,BS,HDRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,NCRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,RLRC,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163,167.66195041149163
2011F,BS,RCRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,RPRC,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906,0.45890936327503906
2011F,BS,CLAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,ELAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,GSAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,HDAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,NCAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,RLAI,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786,60.501870437996786
2011F,BS,RCAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011F,BS,RPAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
